stfid,name,racewhite1620_est,raceaa1620_est,raceasian1620_est,raceamind1620_est,raceoth1620_est,hispanic1620_est,noncitizens1620_est,pubtrans1620_est,walkoth1620_est,medincacs1620_est,gini1620_est,noveh1620_est
55017010100,Census Tract 101,92.2,0,5.3,0,1.2,1.3,0.6,0,1.1,61505,0.3787,1.3
55017010200,Census Tract 102,93.8,0,1.8,0,2.4,1.9,0.3,0,6,59471,0.3788,5.2
55017010300,Census Tract 103,93.2,0.9,0.6,0.1,1.5,3.7,1.4,0,4.3,62178,0.3703,6.3
55017010400,Census Tract 104,93.1,3.5,1.8,0,1,0.6,0.5,0,4.8,85690,0.447,3
55017010500,Census Tract 105,85.9,3.1,3.5,2.1,3.8,1.5,0.7,0,0.6,55661,0.4036,7.4
55017010700,Census Tract 107,97,0.9,0.3,0.1,1.1,0.5,0.3,0,0.9,76044,0.4282,1
55017010800,Census Tract 108,83.7,6.2,0.7,0.7,3.1,5.5,1.4,0,5.8,59415,0.406,4.4
55087012904,Census Tract 129.04,97.8,0.9,0,0,0.9,0.4,0,0,1.3,85151,0.4083,0.5
55019950300,Census Tract 9503,97.2,0.1,0.3,0,0.5,1.9,0.8,0,14,52453,0.4145,14
55089640102,Census Tract 6401.02,88.9,0.6,0,0,3.5,7,0,1.5,3.6,75040,0.3658,2.5
55091950100,Census Tract 9501,95.5,0.4,0.4,0.3,0.8,2.6,1.4,0,4.7,56359,0.4243,4.9
55017011001,Census Tract 110.01,95.3,0.5,0.5,0.1,1.5,2.3,0,0,5.2,48839,0.4543,3.1
55023960500,Census Tract 9605,96.5,0.3,0,0,2.7,0.5,0,0.5,4.4,52303,0.3715,9.9
55025000100,Census Tract 1,74.6,2,8.4,0,2.6,12.4,5.8,7.8,13.1,74054,0.4905,6.9
55025000201,Census Tract 2.01,87.1,0,2.3,0.8,1.9,7.9,1.3,7,13.1,92460,0.4334,2.9
55025000202,Census Tract 2.02,70.9,5.6,12.1,0,4.3,7.2,6.9,6.5,7.2,88092,0.4074,3.8
55089640201,Census Tract 6402.01,95.4,0.6,0.6,0.7,1.9,0.7,0,0,2.5,97321,0.4266,0
55025000204,Census Tract 2.04,52.3,14.8,23.9,1,2.4,5.7,20.8,5.4,11.8,82717,0.4373,9.3
55091950200,Census Tract 9502,96.9,0.3,0.3,0.3,0.7,1.4,0.3,0.2,4,60984,0.4179,3.2
55025000205,Census Tract 2.05,81.9,0.8,10.2,0,3.1,4,3.1,3,2.6,100000,0.4049,5.2
55025000401,Census Tract 4.01,88.6,0.6,6.3,0,2,2.5,2.7,10.1,14,100434,0.3292,0.9
55025000402,Census Tract 4.02,69.6,1.8,12.7,0,4,12,11.4,7.1,11.6,105850,0.3486,2.8
55025000406,Census Tract 4.06,79.2,1,13.2,0,4.4,2.2,4.2,0.8,0.5,74009,0.3954,8.2
55025000407,Census Tract 4.07,49.1,20.2,4.1,0,15.6,11.1,5.6,7.3,3.1,65215,0.3813,2.5
55025000600,Census Tract 6,31.3,11.5,11.1,0.2,12.4,33.5,18.2,1.4,3.1,39732,0.4214,7.9
55025000700,Census Tract 7,91.3,1.3,2.3,0,3.2,2,1.7,7.6,5.5,128272,0.3744,1.9
55025000800,Census Tract 8,73,1.5,6.9,0,13.1,5.5,5.8,8.8,23.4,75778,0.417,6.8
55025000901,Census Tract 9.01,90.4,1.2,1.4,0,2,5.2,5.2,11.2,33.7,157647,0.4528,10.4
55025000902,Census Tract 9.02,76.3,1.9,12,1.9,4.9,3,6.3,17.7,40.4,41533,0.5954,16.8
55003950800,Census Tract 9508,81.9,2.4,1.2,4.6,7.2,2.7,1.1,3.1,7.8,42188,0.4749,7.9
55025001000,Census Tract 10,90.2,1.1,4.9,0,0.9,2.9,2.1,8.7,20.8,98681,0.3767,4.7
55025001101,Census Tract 11.01,76.7,4.5,14.1,0,2.3,2.5,11.9,14,53.1,15905,0.6458,59.5
55025001102,Census Tract 11.02,66.5,3,19.8,0.2,3.2,7.3,15.2,9.6,75.9,11635,0.4481,28.6
55025001200,Census Tract 12,86,3.3,5.3,0.2,1.1,4.1,2.1,11.6,27.9,61779,0.5113,10.8
55025001300,Census Tract 13,84.6,3.3,5.6,0.7,1,4.8,4.7,6.4,13.7,66736,0.4227,10
55025001401,Census Tract 14.01,38,12.7,9.4,0.1,2.6,37.2,14.8,8.1,8.4,43010,0.411,8.6
55089640202,Census Tract 6402.02,93.3,0,2.8,0.2,1.3,2.4,0.5,2,1.2,96347,0.3661,0.6
55003940000,Census Tract 9400,45.7,1.3,0.3,44.7,2.8,5.2,0,6.7,5.8,59219,0.4177,11.6
55025001402,Census Tract 14.02,62.2,6.2,6.4,1.3,3.4,20.4,16.5,3.4,15.2,60862,0.4277,8.1
55025001501,Census Tract 15.01,70.6,19.8,0.8,0,0.7,8.1,4.7,4.1,6.2,54926,0.4195,7.6
55025001502,Census Tract 15.02,52.9,12.4,7.6,0,3.6,23.5,10.6,2.2,1.8,57713,0.4317,6.9
55025001603,Census Tract 16.03,78.7,1.6,11.4,0.1,1.7,6.4,8.2,20.4,51.5,16500,0.5257,51.2
55025001604,Census Tract 16.04,75.8,0.8,15.1,0,3.1,5.3,10.2,16.5,56.6,21645,0.5489,58.6
55003950600,Census Tract 9506,94.4,0,0.5,1.6,1.2,2.3,0,0,8.9,45677,0.4122,4.9
55025001605,Census Tract 16.05,82.2,1.7,11.6,0,1.3,3.1,6.9,9.7,32.5,48545,0.5009,28.3
55025001606,Census Tract 16.06,78.8,1.7,13,0.1,2.7,3.7,8.3,14.7,46.3,23445,0.5441,43.7
55025001704,Census Tract 17.04,76.1,11.8,3.3,0.4,2.1,6.3,3.3,12.2,43.8,63665,0.5623,26.3
55025001804,Census Tract 18.04,74.2,5.1,10.6,0,2.6,7.6,5.6,14.6,16.6,56209,0.4589,11.3
55003950500,Census Tract 9505,89.5,0,0.1,1.8,6.6,2,0.6,0.6,2.4,58239,0.365,2.7
55003950700,Census Tract 9507,97.2,0,0,0.5,1.3,1,0,0,5.1,51058,0.374,5.9
55003950400,Census Tract 9504,89.1,0,0,6.9,1.5,2.4,0,0.8,6.5,46477,0.4708,6.3
55003950300,Census Tract 9503,79.8,0.8,1.3,7.8,5.6,4.7,0.9,0.8,25.7,35085,0.4606,13.8
55053960100,Census Tract 9601,68,7.4,0.7,15,4.3,4.6,1.2,0,1.3,55037,0.4153,6.1
55025002000,Census Tract 20,84.4,4.3,2,0.1,5.9,3.4,3.2,10.2,16.3,75664,0.3811,7.7
55025002100,Census Tract 21,72.3,5.3,1.9,0.9,11.2,8.4,3.1,9.7,13.6,51424,0.3781,9.3
55025002200,Census Tract 22,62.4,19.4,4.3,0.5,8.5,4.8,3.3,12,4.5,51503,0.3917,6.6
55025002301,Census Tract 23.01,47.5,24.8,11.3,0,5.2,11.3,2.8,4.6,3.6,49524,0.4259,12.1
55025002302,Census Tract 23.02,72.9,17.2,3.2,0.4,4.1,2.2,0.1,3.8,2.1,71875,0.4915,0
55025002401,Census Tract 24.01,80.8,6.6,2.5,0.7,3.4,6,1.3,4.7,2,75083,0.3381,7.1
55001950204,Census Tract 9502.04,95.5,0.4,0,1,1.9,1.2,0.1,0,2.8,41447,0.474,1.7
55025001405,Census Tract 14.05,81.9,3.5,4.8,0,0.6,9.3,8.4,3.2,3.6,80792,0.3595,4.8
55005000601,Census Tract 6.01,96,0,1.6,0.6,1,0.8,0.9,0,3.7,52958,0.4081,7.8
55005000602,Census Tract 6.02,93.5,0.3,0.2,0.9,2.6,2.5,0.3,0.4,0.8,52948,0.5067,8.4
55005001003,Census Tract 10.03,98,0,0.9,0.4,0,0.7,1.2,0,2.4,57115,0.4318,1.9
55005001004,Census Tract 10.04,95.9,0.4,1.2,1.4,0.5,0.6,0.8,0.3,6.9,53688,0.4065,3.9
55007960401,Census Tract 9604.01,96,0.1,0.5,1.1,1.7,0.5,0.9,2.1,2.3,55273,0.4208,1.8
55007960402,Census Tract 9604.02,91.4,0.1,0.7,3.9,2.6,1.3,0,0.2,3.2,60510,0.3566,1.5
55053960200,Census Tract 9602,85.6,0.3,0.2,1.4,3.1,9.4,4.9,0.2,9.1,54272,0.3892,1.5
55009000100,Census Tract 1,72.2,5.5,9.3,1.9,3.2,7.9,0.6,2.4,11.6,43705,0.402,7.8
55009000800,Census Tract 8,42.6,22.1,1.7,7.3,6.5,19.7,7.2,0,16.8,33672,0.4145,21.8
55009000900,Census Tract 9,38.1,5.7,1.6,2,5,47.5,22.7,2.8,2,46518,0.3758,5.2
55009001701,Census Tract 17.01,34.7,5.8,6.7,1.2,1.2,50.4,19.1,0.5,9.6,46225,0.3429,11.8
55009001802,Census Tract 18.02,84.8,4.9,3.2,0.3,3,3.8,2,0.5,10.3,85202,0.4352,0
55053960500,Census Tract 9605,86.4,0.7,0.7,8.5,2.7,1,0,0,3,40625,0.4954,4.1
55053960300,Census Tract 9603,93.2,1.3,0.8,0.4,1.6,2.7,0.6,0.3,3.2,60552,0.3916,5.4
55009020506,Census Tract 205.06,89.4,1.2,0.9,1.1,4.9,2.5,0,0,1.6,79236,0.4146,6.8
55009010202,Census Tract 102.02,89.8,0.5,2,5.8,1.9,0,1.3,0,0.6,67000,0.3408,2
55015020100,Census Tract 201,93.2,0.2,0.7,1.1,1.7,3,1.5,0.2,5.1,72227,0.3468,3.8
55009020703,Census Tract 207.03,88.1,0,2.1,0,5.3,4.4,1.5,0.3,1,70459,0.4928,1
55009940005,Census Tract 9400.05,75.8,0,6.3,12.8,4.8,0.3,3.3,1.1,0,84551,0.5722,2.9
55009940006,Census Tract 9400.06,90.7,0,0,1.5,5.3,2.5,0,0,0,154950,0.3045,0
55009940007,Census Tract 9400.07,84,0.6,12.5,2.8,0,0.1,10.9,0.7,0,87059,0.2863,0
55009940008,Census Tract 9400.08,84.9,4.4,4.9,0.8,3,2,1.8,0,1.2,87237,0.4425,0
55009980000,Census Tract 9800,27.1,58.4,0,6.3,0.6,7.6,3.1,NA,NA,NA,NA,NA
55009021400,Census Tract 214,91.3,0.7,0.3,1.3,2.6,3.7,1.7,0.1,2.2,87244,0.3582,4.2
55009021500,Census Tract 215,94.3,0.7,0.1,0,2.3,2.5,0.8,0,3.2,80750,0.3757,1.5
55017011002,Census Tract 110.02,94.7,0,3.5,0.2,0.6,1,0,0,1.6,53992,0.4705,2
55017011100,Census Tract 111,98.9,0,0.3,0,0.5,0.3,0.3,0.1,3.2,59028,0.4047,4.4
55021970402,Census Tract 9704.02,94.3,0.1,0.2,1,0,4.5,2.2,0,1.1,59099,0.4007,3.4
55025000301,Census Tract 3.01,54,1.7,37.4,1.4,1.8,3.7,33.9,30.9,11.2,37016,0.5632,19.2
55025000302,Census Tract 3.02,71.2,0,18.9,0,5.8,4.1,3.5,3.8,17.4,117321,0.349,12.2
55025000409,Census Tract 4.09,52.8,9,19.2,0,3,16,12.1,8.2,7.2,81667,0.4415,2.1
55025000410,Census Tract 4.10,50.5,3.8,10.9,2.4,21,11.3,17.8,1.1,0,52360,0.2703,0
55025000505,Census Tract 5.05,69.7,3.4,2.5,0.3,2.9,21.1,5.2,2.6,1,74258,0.3809,4.9
55025000408,Census Tract 4.08,73.4,10.5,8.4,0.5,3.3,4,6.3,13.6,3.1,40211,0.3892,25.5
55019950800,Census Tract 9508,96.6,0.1,0.2,0.6,1.1,1.3,0.4,0.2,5.2,58750,0.3684,2.5
55053960400,Census Tract 9604,96.3,0,0.1,0.3,1.5,1.8,0.1,0.2,4.2,63087,0.3595,7.3
55025000501,Census Tract 5.01,67.8,14.7,5.8,0.8,0,10.9,5.5,1.4,4.1,79148,0.3831,5
55025000504,Census Tract 5.04,72.7,9.9,7,0.2,4.7,5.7,5.8,1,2,93600,0.3021,0.6
55025000506,Census Tract 5.06,65.7,20.4,1.3,0,6.2,6.4,2.7,3.3,2.8,52598,0.3785,9.4
55025001404,Census Tract 14.04,57.9,10.4,4,0,6.9,20.7,9.7,1.3,9.2,83514,0.4916,6.6
55025001706,Census Tract 17.06,90.1,0,2,0,2.2,5.8,4.1,8,53,46641,0.649,27
55025001707,Census Tract 17.07,88.9,0.4,1.4,0.3,7.6,1.4,1.5,31.2,17,50391,0.3597,25.9
55025001802,Census Tract 18.02,84.4,4.4,3,0,1.2,7,3,17.1,20.6,65625,0.4289,8.5
55025001901,Census Tract 19.01,88.2,3,3.4,0.1,2.6,2.6,3.6,13.4,25.7,70080,0.4427,6
55025001902,Census Tract 19.02,88.1,0,8.9,0,0.6,2.4,3,21.9,20.4,75625,0.4215,4.4
55029100800,Census Tract 1008,92,0,2.4,3.4,0.8,1.5,1.8,0,0.8,57978,0.4569,5.2
55025002402,Census Tract 24.02,61.7,16.3,5.4,0.1,7.2,9.4,9,6.6,5.6,61875,0.3982,14.1
55029100500,Census Tract 1005,97.5,0,0,0,0.3,2.2,0.2,0.6,3,71364,0.4318,1.8
55025002500,Census Tract 25,58,21.9,1.2,0,1.2,17.8,14.4,5.4,8.5,35167,0.4565,5.1
55025010503,Census Tract 105.03,91.1,1.4,4.1,0.1,0.8,2.5,0.9,0,1,107750,0.3962,0.7
55025010504,Census Tract 105.04,92.5,5.3,0,0,2.2,0,1.2,0,4.3,71975,0.2882,0.8
55025002601,Census Tract 26.01,69.6,10.8,3.4,0,2.7,13.4,3.3,5,5.7,51759,0.3979,3.2
55025010801,Census Tract 108.01,77.5,3.1,6.2,0,1.1,12.2,3.9,1.4,2.7,97589,0.4242,2.6
55025010802,Census Tract 108.02,85.3,5.1,2.5,0,7.1,0,2.3,0,3.3,122982,0.2752,0
55025010905,Census Tract 109.05,74.1,1.3,13.6,0,2.6,8.3,8,1.7,0,85583,0.2947,3.3
55025010906,Census Tract 109.06,64.6,2.4,29.6,0,0.2,3.2,15.8,1.6,2.9,126046,0.4995,4.2
55025010907,Census Tract 109.07,88.2,0,8.4,0.4,1.9,1.1,2.2,0,2.5,119688,0.4747,0
55025010908,Census Tract 109.08,85.9,0.7,10.4,0.8,1.9,0.4,4.6,0,3.9,114015,0.4466,0.6
55025002602,Census Tract 26.02,71.6,8.3,2.1,0.4,7,10.6,5.3,3.8,5,56111,0.3997,8.6
55089650103,Census Tract 6501.03,93.6,0,1.2,0,2.5,2.7,0,0,1.7,76031,0.4184,1.8
55029101000,Census Tract 1010,95.3,0,0.1,0.1,0.7,3.7,0.3,0.4,2.1,70598,0.3874,0.3
55029100900,Census Tract 1009,95,1.3,0.2,0.7,0,2.8,1,0,3.2,67596,0.4726,1.5
55029100600,Census Tract 1006,92.8,0,0.2,0.1,4.1,2.9,2.1,0.3,3.9,64912,0.4069,1.4
55029100700,Census Tract 1007,88.3,2,0,0,3.8,6,2.2,0,3.5,49621,0.4326,8.5
55025011103,Census Tract 111.03,82.1,4.8,5.7,0,2.1,5.3,6.1,3.6,2.5,65786,0.4692,5.8
55025011104,Census Tract 111.04,81.2,0.4,6.1,0.7,8.4,3.1,8.4,0.7,6.9,146382,0.408,0.8
55105003300,Census Tract 33,89.4,0.6,0,0,1.2,8.8,2.3,0,2.2,69665,0.3761,4
55025011201,Census Tract 112.01,87.5,0.4,6.8,0,1.8,3.5,5.5,0,4.1,94986,0.369,1.4
55025011202,Census Tract 112.02,90.7,0,1.1,0.1,1.2,6.9,1.6,0.5,4.2,110536,0.4149,1.1
55025011403,Census Tract 114.03,76,3.9,6.8,0.6,3.2,9.5,0.3,1,0.9,105625,0.3924,0.8
55025011404,Census Tract 114.04,83.5,1.1,8.7,0,2.5,4.3,4.9,1.6,4.2,91447,0.3412,0
55025011405,Census Tract 114.05,74,2.8,13.9,0.8,5.5,2.9,11.4,1.6,4,76875,0.3606,2.7
55025011407,Census Tract 114.07,87.5,4.4,2.5,0.2,4.1,1.4,0.7,1.3,6.8,57479,0.4487,1.9
55025011507,Census Tract 115.07,82.5,8.5,1.1,0,2.4,5.4,1.3,0,5.6,88505,0.3599,2.9
55021970500,Census Tract 9705,87.6,1.4,1,0.2,4.6,5.1,1.8,0,3.4,52328,0.4368,2.4
55021970200,Census Tract 9702,95,0.6,0.2,0,1,3.2,1.1,0.2,2.5,64645,0.377,3.8
55021971100,Census Tract 9711,89.6,1.4,1.8,0.1,1.9,5.2,1.3,0,3.4,78272,0.3676,4.6
55021971200,Census Tract 9712,93.6,0.8,2.7,0,2.3,0.5,0.5,0.5,1.2,65988,0.3633,2.3
55025011508,Census Tract 115.08,86.7,0.6,9.8,0,1.3,1.6,0.9,0,3,102692,0.3453,0
55025012003,Census Tract 120.03,86.6,0.6,3.2,0,4.5,5,0.9,0,1.5,102131,0.3342,0.9
55025012004,Census Tract 120.04,95.1,0,2.3,0,0.1,2.5,1.6,0,2.8,81758,0.3061,4.9
55025002603,Census Tract 26.03,55.7,19.6,14.8,0,1.8,8.2,6.9,5.7,0.1,55299,0.377,22.9
55025012202,Census Tract 122.02,94.8,0.9,0,0.1,2.8,1.4,1.4,0.1,7.7,64870,0.3863,10.1
55021970100,Census Tract 9701,93.3,0.4,0.3,0.2,0.8,5.1,2,0,6.5,69226,0.385,6
55021970600,Census Tract 9706,95.3,0.2,0.7,0,0.8,3,0.6,0.1,2.9,75487,0.3747,2.3
55021970300,Census Tract 9703,88.8,5.1,0,0,1,5.1,3.6,0,6.6,59057,0.4582,6.5
55025013201,Census Tract 132.01,89.9,0.4,0.2,0,0.5,9.1,1.5,0.1,4.8,103092,0.3685,1.6
55025002700,Census Tract 27,85.4,4,2.1,0.4,1.8,6.3,2.8,7.2,5.1,52176,0.4165,5.7
55089650104,Census Tract 6501.04,93.5,0.7,2,0,0.4,3.3,0,1.6,0,96071,0.4603,0.9
55021971000,Census Tract 9710,96.8,0.1,0.1,0.4,0.4,2.1,1,0,3,69677,0.366,1.2
55025013202,Census Tract 132.02,94.8,0.6,0.2,0,0.9,3.6,0.3,0.4,1.3,99102,0.4098,9.5
55025002800,Census Tract 28,90.2,1.4,1,0,1.5,6,1,3.4,2.5,74471,0.2942,1.5
55025002900,Census Tract 29,79.8,3.7,3.1,0,4.7,8.7,4.3,2,1.6,66729,0.3091,3.1
55095960302,Census Tract 9603.02,90.5,0.6,0,0.6,3.4,4.9,0.4,1.1,4.1,44059,0.4884,7.4
55021970900,Census Tract 9709,93.7,0.3,2,1.1,0.4,2.5,0.1,0,1.6,88856,0.3826,0.8
55021970800,Census Tract 9708,92.4,0.2,0.5,0.1,1.6,5.3,2.2,0,1.2,89318,0.3804,1
55025003001,Census Tract 30.01,88.3,3.6,3.9,0,0.9,3.3,1.3,4.5,2.3,82000,0.3144,4
55025003002,Census Tract 30.02,66.1,10.6,2.2,0,5.7,15.3,3.6,1.8,5,59339,0.3337,14.3
55095960303,Census Tract 9603.03,81.1,0.1,0,17.7,0.4,0.6,0,0,6.7,50833,0.4286,4.6
55029100100,Census Tract 1001,95.6,0,0.4,0,1.5,2.6,0.8,0,6.6,60208,0.3821,2.4
55029100300,Census Tract 1003,93.5,0.1,0.1,0,0.4,5.9,2.5,0.1,17.2,55486,0.4481,2.8
55025003100,Census Tract 31,80.9,4,4,1.1,3.6,6.3,1.1,2.8,0.2,89505,0.3885,3.7
55031020300,Census Tract 203,77.4,4.7,2.3,5.6,7.3,2.6,2.4,2.8,6.8,38630,0.4242,17.8
55095960701,Census Tract 9607.01,97,0.3,0.2,0.1,1.8,0.6,0.3,0,6.3,51789,0.4442,7.2
55029100400,Census Tract 1004,97.6,0,0,0.3,0.1,2,1.2,0.7,12.1,68359,0.4647,3.3
55025003200,Census Tract 32,27.6,15.7,46.4,1.5,4.2,4.6,54,53.3,14.6,40139,0.4832,23.2
55031020400,Census Tract 204,94.5,0.1,0.6,0.2,3.1,1.5,0.2,0,1.4,62606,0.3817,2.5
55031020500,Census Tract 205,86.5,2.7,3.9,1.2,1.6,4.1,8.3,1.6,16.7,58333,0.3351,3.7
55031020600,Census Tract 206,91.7,0.2,0.4,0.6,5.8,1.4,0.4,2.4,3.8,45438,0.4096,12.5
55031020700,Census Tract 207,92.1,0.2,4.9,0,0.9,2,2.3,0.5,1.8,68194,0.4531,3.9
55031020800,Census Tract 208,92.8,0.1,0.4,0.6,2.5,3.6,0,0,11.3,66705,0.3833,6.1
55031020900,Census Tract 209,97.5,0.1,0.2,0.2,1.6,0.2,0,0.7,4.6,49375,0.3872,11.6
55031021000,Census Tract 210,87.1,4.7,3.8,1.6,2.8,0,0,1.6,0.8,62100,0.3253,5.9
55031021100,Census Tract 211,77,5,0,10.2,6.2,1.7,0.9,9.3,18.1,23791,0.4997,28.9
55095960702,Census Tract 9607.02,92.9,0.7,0.2,0.3,1.4,4.5,0.3,0.8,1.3,60926,0.3771,2.3
55021970700,Census Tract 9707,94,0.9,0.5,1.4,1.4,1.9,0,0,4.1,80529,0.3879,2.2
55025010100,Census Tract 101,81.7,1.9,10,0.3,2.9,3.1,8,11.7,22.6,131389,0.5281,1.8
55031030101,Census Tract 301.01,95.7,1,0.4,1.7,0.4,0.7,0.1,0.2,1.6,76481,0.3571,1.1
55031030102,Census Tract 301.02,87.8,0.6,0,1.9,9.4,0.3,0.1,0,7.2,56780,0.431,1.9
55031030200,Census Tract 302,96,0.4,0.2,1.4,1.4,0.6,0.4,0.5,2.2,75952,0.3998,1.3
55095960901,Census Tract 9609.01,97,0,0.3,0,0.8,1.9,0.7,0,2.9,79683,0.3535,1.1
55033970100,Census Tract 9701,96.3,0,0.4,0.2,1.1,2,0.5,0.2,4.1,62672,0.3936,2.1
55033970500,Census Tract 9705,94.1,0.3,3.4,0,0.9,1.3,0.4,0,7.6,60068,0.4591,9
55025010200,Census Tract 102,90.7,0,0,0,0.5,8.8,0.7,2.6,4.7,164375,0.4727,0.6
55031030301,Census Tract 303.01,93.7,0,0,0.1,3.3,2.9,0.3,0,2.2,67106,0.4027,2.7
55031030302,Census Tract 303.02,90.7,0.9,0.3,3.8,3,1.2,0.3,0.1,3.7,54359,0.403,2.6
55033970802,Census Tract 9708.02,89,1.4,1.5,0.4,4.6,3,2.1,0.6,9.5,39714,0.4203,5.1
55025010300,Census Tract 103,90,0.7,2.7,0,2.2,4.3,0.6,3.9,5.6,99779,0.4047,3.6
55033970700,Census Tract 9707,90.9,0.7,7.8,0,0.3,0.3,2.7,0.4,16.1,52824,0.4566,5.8
55033970600,Census Tract 9706,94.8,0.2,0.3,0,1.9,2.8,0.6,0.1,3.9,63810,0.3902,1.3
55035000100,Census Tract 1,93.3,0,0,1.5,4,1.2,0.1,0.2,8.5,56059,0.489,13.7
55045960400,Census Tract 9604,93.2,0,0,0.7,0.4,5.7,1.6,0.5,6,41573,0.4621,13.8
55025010400,Census Tract 104,90.5,2.4,1,0,2.7,3.4,4.4,0.9,2.7,71377,0.4174,9.6
55033970801,Census Tract 9708.01,84.4,3.5,5.4,0.4,3.2,3.1,1.8,0,45,16138,0.4516,23.7
55035000401,Census Tract 4.01,94.3,0,0,0,3.4,2.3,0,0,1.5,52471,0.5439,11.8
55035000402,Census Tract 4.02,84.2,0.8,5.2,0,3.5,6.3,1.4,0,1.5,67863,0.3928,7
55035000200,Census Tract 2,96.3,0.4,0.4,1.1,1,0.9,0.1,0,2.6,63718,0.437,3.1
55035000301,Census Tract 3.01,91.8,1.6,0.7,0,5.4,0.4,1,0,2.6,80541,0.4318,0.8
55035000302,Census Tract 3.02,88.9,0.2,3.5,0,4.5,2.9,1.9,0.8,0.4,80250,0.4437,6.9
55025011406,Census Tract 114.06,82.7,2.2,10.2,0,1.2,3.7,1.6,0.5,0.6,88789,0.3005,7.5
55035000501,Census Tract 5.01,91.5,1.3,2.9,0,3.3,1,0,0.4,0,71503,0.298,1.6
55095960902,Census Tract 9609.02,99.9,0,0.1,0,0,0,0,0,2.2,71051,0.395,0.6
55045960600,Census Tract 9606,91.9,0,0,0.2,3.4,4.4,0.7,0,7.7,64144,0.3807,4
55045960500,Census Tract 9605,94.6,2.8,0,0.1,1.7,0.7,0.7,0,4.1,47212,0.4179,7.3
55045960800,Census Tract 9608,94.7,0,0.4,0.1,0.9,3.9,2.1,0,3.8,47484,0.3943,2.2
55035001402,Census Tract 14.02,85.3,1.1,5.3,1,1.7,5.5,1.3,0.8,1.5,53679,0.386,2.5
55035000502,Census Tract 5.02,91.5,0.2,2.9,0,1.1,4.3,1.2,0,3.9,86250,0.3534,1.7
55035000600,Census Tract 6,85.7,0.6,5.2,0,1,7.5,0.2,1.7,7.6,41472,0.3899,16.6
55035000700,Census Tract 7,92.2,1.2,2.5,0.4,2.7,1,0.2,0,4.5,61070,0.352,4.2
55035000801,Census Tract 8.01,93.3,0.9,3.2,0,0.4,2.1,1.1,0.8,1,75759,0.3941,3
55035000802,Census Tract 8.02,92.8,0,3.9,0,2.2,1,0.2,0,0.4,70682,0.4662,1
55035000803,Census Tract 8.03,84.8,5.4,2.8,0,5.1,1.9,1.1,0.8,3.1,53017,0.4564,10.3
55035000900,Census Tract 9,91.1,0.6,4.3,1.2,1.6,1.2,0.2,0,7.3,49612,0.5029,13.6
55035001101,Census Tract 11.01,86.5,5.7,2.6,0,2.2,3,1.2,1.7,19.6,42604,0.5009,22.1
55035001200,Census Tract 12,93,1.1,1.6,0,1.9,2.4,1.1,5.3,7.5,34185,0.5747,6.4
55045960300,Census Tract 9603,94.9,0.3,0.4,0.3,0.7,3.3,1,0.1,6.2,76250,0.4485,1.8
55037190101,Census Tract 1901.01,99.4,0.2,0,0,0,0.4,0,0,3.8,40282,0.4533,11.6
55037190102,Census Tract 1901.02,95.4,1.9,0,0,1.6,1,0,1,0.2,56550,0.4878,2.8
55035001300,Census Tract 13,81.5,0.7,3.7,1.2,8.8,4.2,5.8,0,0.8,65867,0.391,1.9
55035001500,Census Tract 15,96.9,0.4,0.4,0,0.6,1.8,1.3,0,0.8,75043,0.3277,2.1
55035001600,Census Tract 16,95.1,0.7,1.1,0,1.5,1.5,0.4,0.1,2,88417,0.3852,1.8
55035001700,Census Tract 17,86.7,1.5,6.6,0.1,2.1,3,4.6,0.6,28.1,48942,0.4952,6.5
55039040100,Census Tract 401,92.6,0.9,1,0.6,0.8,4.1,2.2,0,1.8,60549,0.3483,4.1
55039040200,Census Tract 402,77.4,9.3,0,0.8,2.6,9.9,3,1,2.8,56111,0.3804,7.9
55039040300,Census Tract 403,76.6,1.7,1.5,0,7.4,12.8,6.9,0.6,8.6,45735,0.3458,9.7
55037190200,Census Tract 1902,97.4,0,0,0.8,1.8,0.1,0,0,1.9,53796,0.3946,2.1
55039041101,Census Tract 411.01,88.8,1.2,0,2.6,6.4,1,3,0,0,88642,0.4061,11.9
55039041102,Census Tract 411.02,86,0.4,0.1,0,0.4,13.1,7.5,0,3.5,59276,0.384,3.3
55039040400,Census Tract 404,78.8,0,2.1,0.3,0.1,18.6,2.3,0,0,64238,0.3326,7.4
55039040500,Census Tract 405,76,10.1,1.5,0.5,4.6,7.4,2.3,1.1,8.4,27260,0.5504,31.8
55039040700,Census Tract 407,86.5,3.1,1.1,0.1,0.9,8.3,2,0.6,3.1,68583,0.3308,1.3
55039040800,Census Tract 408,93.1,0.1,1.4,1.2,2.8,1.4,1.5,0,4.5,60278,0.3244,9.2
55039040900,Census Tract 409,85.2,0.3,7.4,0,5.3,1.8,6,0,16.1,50764,0.4038,6.7
55039041000,Census Tract 410,88.8,0.7,2.2,0.3,4.2,3.8,2.2,0,1.5,49750,0.3945,4.5
55039041300,Census Tract 413,89.8,0,0,0.8,1.4,8,2.5,0,3,52925,0.3741,5.1
55039041400,Census Tract 414,88.1,0.2,3.3,0,4.9,3.6,0.6,0.1,1.8,75370,0.3678,2
55045960100,Census Tract 9601,92.2,0.9,0.5,0.3,3.2,2.9,1.6,0.2,1.3,85904,0.3713,3.4
55039041901,Census Tract 419.01,91.9,1.4,1.6,0.2,2.1,2.8,1.7,0.2,2.6,86908,0.3517,1.3
