stfid,name,racewhite1620_est,raceaa1620_est,raceasian1620_est,raceamind1620_est,raceoth1620_est,hispanic1620_est,noncitizens1620_est,pubtrans1620_est,walkoth1620_est,medincacs1620_est,gini1620_est,noveh1620_est
55039041902,Census Tract 419.02,96.1,0.3,0,0,0.8,2.8,0.4,0,5.1,79073,0.3626,2.8
55039042001,Census Tract 420.01,92,0,4.1,0,1,2.9,0.4,0,2.7,110366,0.41,7.2
55039042002,Census Tract 420.02,90,3.3,0.1,1.5,0.9,4.2,0,0,1.1,91500,0.4187,1.4
55039042100,Census Tract 421,96.9,0.1,0.3,0,0.7,2,0.9,0.1,4.4,73938,0.3643,2.1
55039042200,Census Tract 422,86.7,0.3,0.4,0.2,10.8,1.6,0.3,0.2,1.5,93068,0.3193,2.2
55039041800,Census Tract 418,95.3,0,0,0.1,2.2,2.4,0,0,3.3,64878,0.4147,0.8
55039041600,Census Tract 416,94,0.3,0.3,0,0.9,4.5,1.1,0,10.7,59316,0.3923,5.4
55101002900,Census Tract 29,25.6,35.9,0.7,0.5,2.2,35.1,4.2,2.4,6.2,28200,0.4877,23.5
55101001102,Census Tract 11.02,73.4,13.3,5,0,5.3,3,0.7,0,1.9,56754,0.4391,4.2
55047100600,Census Tract 1006,91.2,2,0,0.3,2.1,4.4,0.5,0.2,4.4,59573,0.43,11.9
55101001401,Census Tract 14.01,83.5,9.3,0,0,5,2.3,0.9,1.7,3.4,56029,0.459,4.6
55055100301,Census Tract 1003.01,86.6,0,0,0,1.7,11.7,2.6,0,0.7,51923,0.3554,1.4
55035001401,Census Tract 14.01,65.9,1.4,29,0,3.6,0,0.9,0.4,2.7,76847,0.3545,5.6
55055100302,Census Tract 1003.02,73.9,1.4,0.3,0,3,21.4,10.7,1.2,14.1,43594,0.3519,7.9
55101001402,Census Tract 14.02,80,11.9,1.3,0,5.1,1.7,0.6,0.5,1.5,37209,0.6057,4.9
55057100301,Census Tract 1003.01,94.9,1,0.5,0.2,0.4,3,0.9,0.2,0.7,52917,0.3948,1.9
55057100302,Census Tract 1003.02,98,0.8,0.2,0.2,0.5,0.3,1.4,0.8,4,55859,0.5387,2.9
55055101100,Census Tract 1011,86.6,1.9,0.5,0.4,0.4,10.3,2.8,0.3,0.5,59886,0.4529,1.6
55059000101,Census Tract 1.01,72,13.3,5.3,0,1.1,8.3,6.9,2.3,0,49891,0.3871,6.3
55059000102,Census Tract 1.02,71.7,8.3,2.3,2.5,1.7,13.5,2.2,3.5,1.1,55250,0.4745,5.9
55059000501,Census Tract 5.01,70.4,3.1,0,0,1.7,24.8,6.9,1.4,3,72019,0.4925,4.7
55059000502,Census Tract 5.02,81.3,7.5,0,0,2.3,8.9,5.1,3.4,0,62599,0.3993,18.9
55059000604,Census Tract 6.04,74.9,5.7,0.1,0,4.1,15.2,9.5,0.5,0,67596,0.4732,5.3
55055101202,Census Tract 1012.02,85.6,0.7,0,0.2,2.5,11.1,0.9,0,1.5,101042,0.3611,0
55055101500,Census Tract 1015,91.6,0.1,0,0.3,1,7,1.7,0,5.8,51510,0.406,2.7
55059001401,Census Tract 14.01,79.6,4.7,4.7,0,1.3,9.8,4.3,0,0,71741,0.3258,0
55059001402,Census Tract 14.02,63.7,14,3,0.2,1.1,18,3.4,1.4,0.1,62212,0.3371,1.6
55059002603,Census Tract 26.03,59.5,6.5,11.7,0,3,19.3,8.1,0,1.4,97250,0.3326,0.5
55057100500,Census Tract 1005,92.1,3.6,0.1,0.3,1.5,2.5,0.4,0,7,49426,0.4502,3.4
55057100600,Census Tract 1006,93.7,1.2,0.5,0.7,3.2,0.7,0.1,0.1,6.8,55121,0.411,5.2
55025010501,Census Tract 105.01,85.1,3.3,2.2,0,5.7,3.8,0.5,0.5,1.3,98237,0.2666,2.1
55025010600,Census Tract 106,82.8,0.8,2.8,0,7.5,6,2.7,0.1,2.1,96016,0.443,1.9
55059000300,Census Tract 3,69,12,0.9,0,9.9,8.3,0.7,1,19.6,42500,0.4361,13.3
55059000400,Census Tract 4,88.5,1.6,0,0,1.3,8.5,11.2,0,2.9,64792,0.3419,5.7
55059000601,Census Tract 6.01,78.8,8.8,1.7,0.6,2.1,7.9,2.6,0.6,4.2,95384,0.4487,3.4
55059000700,Census Tract 7,36.9,28,2.3,0.2,1,31.6,12.1,2.2,4.4,54661,0.4499,13
55059000800,Census Tract 8,46.5,18.2,0.1,0,3.5,31.8,6.9,0,2.5,46023,0.3518,11.9
55105001306,Census Tract 13.06,82.8,2.1,4.7,0.1,3.4,6.9,0.8,0,1.2,42699,0.4483,3.9
55057100700,Census Tract 1007,87.9,0.9,0.2,2.2,2.4,6.4,0.9,0,2.9,58892,0.3902,1.6
55045960700,Census Tract 9607,95.4,0,0.3,0,0.8,3.5,0.9,0.1,5,68274,0.3809,2.1
55059002500,Census Tract 25,84.2,1.1,1.2,0.5,1,12,0.9,0,0,84593,0.4291,3.2
55059002604,Census Tract 26.04,88.6,1.6,2.9,0.3,0.3,6.2,1.5,0,1.7,84397,0.3589,9.1
55059002605,Census Tract 26.05,81.6,1.1,0.6,0,3.3,13.3,1,0.4,2.7,85536,0.3521,6.4
55059002606,Census Tract 26.06,87.6,0.6,3,0,2.3,6.5,1.5,0.4,2.1,104054,0.3632,1.2
55059002801,Census Tract 28.01,94.5,0,0.5,0,1.6,3.3,0.3,0.9,0.6,81319,0.3327,2.2
55059002802,Census Tract 28.02,95.2,0.3,0.3,0,1.1,3.1,0.9,0.9,1.4,90917,0.4061,1.4
55059000900,Census Tract 9,41.1,18,0,0,4.4,36.6,14.5,5.6,3.8,37813,0.4347,11.7
55059001000,Census Tract 10,71.8,21.9,0.4,0.3,2.4,3.2,0,3.2,7.8,35694,0.5375,14.2
55059001100,Census Tract 11,35.3,27.8,0.8,0.4,3.2,32.5,9.6,3.1,1.6,27171,0.496,8.8
55045960200,Census Tract 9602,95.8,0.2,0.3,0,1.6,2.1,1.1,0,4.4,81096,0.3855,3.4
55099970600,Census Tract 9706,95.9,0,0.1,2.3,0.8,0.8,0.2,0,3.7,53370,0.4402,2.5
55099970500,Census Tract 9705,94.4,1.3,0.7,1.3,1.9,0.4,0.1,0.2,5.2,43286,0.4268,6.2
55099970400,Census Tract 9704,86.9,0,1.1,1.2,5.1,5.7,4.5,0,1.4,55938,0.3688,4.4
55025010701,Census Tract 107.01,87.3,0.9,2.3,0,2,7.5,1.8,0,3.6,116354,0.3911,1.2
55059990000,Census Tract 9900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55061960401,Census Tract 9604.01,92.1,1.3,0.3,0,1,5.2,1.9,0,4.9,68933,0.4034,2
55063010204,Census Tract 102.04,85.9,1.5,9.6,0,2.2,0.8,1.3,0,2.6,66265,0.3945,0.7
55059001200,Census Tract 12,72.7,11.6,0,0,4.4,11.3,1.1,0.8,2.7,39551,0.4669,6.9
55059001300,Census Tract 13,58.5,8.2,0.5,0,5.8,27,7,2.1,0,49737,0.371,7
55059001500,Census Tract 15,67.3,4.1,1.8,4.6,5.3,16.9,5,1.4,4.3,56625,0.392,10.6
55059001600,Census Tract 16,42.6,20.5,0.5,2.1,7.8,26.5,5.9,3,3.7,49972,0.3887,3.2
55099970700,Census Tract 9707,94.9,2,0.1,0.2,1.3,1.5,0,0.3,3.6,48693,0.3883,5.6
55099970200,Census Tract 9702,91.5,0,1.6,0.4,3.9,2.6,2.1,0.1,13.5,40426,0.4358,10.7
55025010702,Census Tract 107.02,80.2,5.7,4.3,0.5,4.2,5.2,7.2,0.1,4.2,97037,0.4159,0.2
55025010903,Census Tract 109.03,85.8,0,9,1.6,3.6,0,1.7,0.5,1.9,107321,0.4651,0
55063000401,Census Tract 4.01,89.8,5.1,0.9,0,1.4,2.8,0.7,0.6,37.3,16987,0.4888,15.3
55063000402,Census Tract 4.02,86.7,5,3.9,1,0.4,3,2.5,0,14,18071,0.5758,19.3
55059001700,Census Tract 17,64.3,7.3,1.3,0,4.4,22.7,4.4,1,1.5,64063,0.3422,3.5
55059001800,Census Tract 18,55.9,5,0.4,1.1,6.3,31.4,8.4,0.8,0,43542,0.5099,7.2
55059001900,Census Tract 19,85.7,0.7,0.3,0.5,1.9,10.8,0.7,0.5,9,81250,0.4598,3.1
55059002000,Census Tract 20,81.8,0,2,0,3.6,12.5,3.9,0.4,0.5,111723,0.3401,2.5
55099970100,Census Tract 9701,98.1,0,0.2,0.2,0.5,0.9,0.6,0,4,53155,0.4279,1.2
55013970700,Census Tract 9707,92.9,0.4,0.5,1.9,2.9,1.3,0.1,0.2,2.1,48779,0.4662,3
55013970400,Census Tract 9704,90.8,0.6,0.4,4.7,2,1.6,0.3,0.1,6.4,54028,0.3878,2.2
55025011000,Census Tract 110,81.4,3,1.4,0,5.2,8.9,4.4,1.9,4.1,78750,0.4467,1.7
55025011101,Census Tract 111.01,74,11.1,2.7,0.1,5.7,6.5,1.8,3.5,5.7,52656,0.4315,14.9
55063010205,Census Tract 102.05,92.5,1,3.1,0,0.5,2.9,1.2,0,1.3,94847,0.3845,1.5
55059002100,Census Tract 21,59.2,13.4,1.5,0,5.1,20.8,1.5,0,0.7,37061,0.4193,8.1
55059002200,Census Tract 22,78.5,5.2,2.4,0,4.7,9.2,3,4.8,1.6,61667,0.3822,3.6
55059002300,Census Tract 23,78.3,4.7,0.9,0.4,2,13.7,1.5,0,1,64413,0.4508,11.7
55059002400,Census Tract 24,84.7,2.2,2.2,0,4.5,6.3,1.2,2.2,0.8,64246,0.3773,5.5
55059002700,Census Tract 27,90.5,0.4,2,0,1.2,5.9,1,0.4,0.8,92772,0.3609,1.1
55013970900,Census Tract 9709,91.2,1.6,0.4,0.9,4.1,1.8,0.1,0,2,55545,0.4083,2
55013970600,Census Tract 9706,77,0,0.7,12.8,6.2,3.4,1.6,0.4,7,70855,0.4039,1.9
55013970800,Census Tract 9708,93.8,0.5,0.1,0.3,3.2,2.1,0.4,1.1,4.8,45885,0.4244,7
55025011301,Census Tract 113.01,92.2,2.2,0.5,0,1.8,3.3,1,0,2.2,105375,0.429,7.4
55063010403,Census Tract 104.03,74.5,2.9,16.6,1,3.7,1.4,0.9,0,1.7,58036,0.441,4.3
55063010404,Census Tract 104.04,90.3,0.4,3.6,0,3.5,2.2,0.8,0,3.5,81012,0.38,6
55059002903,Census Tract 29.03,91.5,1,0.9,0,0.8,5.8,2,0,1,67329,0.4529,2.5
55059002904,Census Tract 29.04,94,0,0,0.3,2,3.7,2.8,0.3,1.7,76790,0.3885,2.8
55059002905,Census Tract 29.05,90.7,0.5,0.3,0,1.5,6.9,0.8,0.3,2.1,78504,0.3159,0.5
55059002906,Census Tract 29.06,84.9,2.7,1.3,0,4.6,6.5,0.7,1.1,6.3,82104,0.443,0.6
55059003001,Census Tract 30.01,93.4,0,0,0,0.5,6.1,0.8,1.3,0,86865,0.383,2.2
55059003002,Census Tract 30.02,90.7,0.7,0.1,0,1.2,7.3,2.7,0.8,0,69245,0.4556,2.5
55013971000,Census Tract 9710,95.6,0.2,0,0.8,1.2,2.3,0.4,0.9,3.5,57740,0.4135,1
55111000401,Census Tract 4.01,91.3,1.4,0.3,0.5,3.8,2.7,1.1,0.3,9.6,58529,0.4555,9.5
55025011302,Census Tract 113.02,87.9,1.3,1.2,0,0.4,9.1,3.1,0,3.8,85618,0.3721,6.3
55025011504,Census Tract 115.04,82,7.5,4.4,0,4.4,1.7,3.5,0.2,2.9,85541,0.3617,1.8
55067960101,Census Tract 9601.01,96.9,0,1.7,0,1.1,0.3,0,0,5.8,50000,0.4319,3.5
55067960102,Census Tract 9601.02,99.4,0,0,0.2,0,0.3,0.1,0,2,57396,0.4107,2.5
55063000100,Census Tract 1,82.3,2.5,4.4,1.6,4.9,4.4,0,3.1,10.1,47143,0.4731,19
55105002902,Census Tract 29.02,95.1,0.1,0,0,1.2,3.6,0,0,2.3,75491,0.3237,8.2
55061960500,Census Tract 9605,96.2,0,0.3,0.7,0.2,2.6,1.6,0,2.9,66902,0.3898,4.8
55061960200,Census Tract 9602,93.1,0,0.1,0.1,1.1,5.6,2.5,0.5,2.6,63542,0.3837,1
55061960100,Census Tract 9601,94,1.3,1.1,1.9,1.1,0.5,1.4,0.1,4,60871,0.344,11
55025011505,Census Tract 115.05,65.4,16.2,1.3,0.6,3.8,12.6,5.9,0,3.8,57537,0.381,3.5
55025011506,Census Tract 115.06,68.9,10.4,6.6,2,8.6,3.5,3.5,2.9,4.1,61510,0.3752,8.2
55063000200,Census Tract 2,84.2,3.2,3.9,0.6,6.7,1.3,0,0.6,7.3,42833,0.4921,19.7
55063000300,Census Tract 3,79.9,7.8,3.5,1,5,2.8,2.6,3,19.7,25579,0.5434,22
55063000500,Census Tract 5,94.2,1.1,1.1,0,1.3,2.3,0.8,0.2,29.8,20956,0.4967,13
55063000600,Census Tract 6,96.2,0.2,1.5,0,0.6,1.5,1.1,0.5,15.4,66382,0.4432,2.7
55063000700,Census Tract 7,94.3,0.9,2.2,0,1.5,1,0.8,1,6.1,78494,0.4295,2.2
55063000800,Census Tract 8,87.4,5.3,4.9,0,1.4,1,1.5,0.4,9.3,71295,0.5125,4.4
55105003102,Census Tract 31.02,92.3,1.7,0,0,3.4,2.6,1,0,1.1,67829,0.4013,0.9
55111001002,Census Tract 10.02,83.7,0.3,0,0.6,2.1,13.3,2.2,0.1,9.4,48929,0.6097,9.8
55111000402,Census Tract 4.02,86.6,0,1.2,0.1,7.8,4.4,0,0,3,54866,0.3791,9.7
55025011600,Census Tract 116,87.3,5.3,3.1,0,2.7,1.6,1.3,1,3,83446,0.3471,8
55025011700,Census Tract 117,86.5,0.2,1.6,0.2,6.4,5.1,0.3,0.6,4.2,105417,0.3546,0
55063000900,Census Tract 9,87.6,0.7,8.5,0,1.6,1.6,2,1.6,15,39383,0.3919,11.9
55063001000,Census Tract 10,90.3,1.2,4.6,0,1.6,2.3,1.5,1.5,3.6,51308,0.4095,4
55063001101,Census Tract 11.01,96.7,0.3,1.9,0,0.4,0.7,0.2,1.4,4.2,53970,0.3222,2.9
55063001102,Census Tract 11.02,90.2,1.2,4,0.1,1.2,3.3,1.7,7.5,5,43409,0.4206,7.9
55063001200,Census Tract 12,93.4,1.3,2.1,0,1.7,1.5,0.3,1.6,3.6,63521,0.3527,7.8
55063010101,Census Tract 101.01,94.9,0.4,1.3,0.9,0.5,2.1,0.4,0.2,2.5,68355,0.3716,3
55109120401,Census Tract 1204.01,90.9,0.5,0.7,0.1,3.7,4.3,2.1,0.2,2.1,84250,0.3299,1.5
55111000800,Census Tract 8,94.6,0.2,1.1,0.5,0.9,2.6,1.6,0.2,4.3,69193,0.3638,4.4
55111000700,Census Tract 7,83.2,0,0,0,2.2,14.6,4.7,0,5.7,71949,0.3598,5.3
55063010102,Census Tract 101.02,91.8,0.3,3.6,0,1.4,2.9,0.7,0,1.7,66985,0.4332,3.5
55063010202,Census Tract 102.02,89.8,1,2.9,0,2.4,3.9,0,0,1.2,82381,0.3416,6.6
55063010203,Census Tract 102.03,96.1,0.7,0,0,1.1,2.1,1,1.3,1.7,85139,0.3358,0
55063010300,Census Tract 103,93.9,0,2.5,0,3.5,0.1,0.6,0.9,5.2,59055,0.459,1.7
55063010401,Census Tract 104.01,89.6,1.2,5.5,0,2,1.7,1.2,0,0.5,102500,0.3838,0
55063010500,Census Tract 105,86.9,2.1,6.2,0,4,0.8,0.7,0,0.9,58411,0.4568,8.1
55063010600,Census Tract 106,90.4,2.7,3.8,0,0.8,2.3,0.3,0.3,1.8,84049,0.422,0.5
55063010700,Census Tract 107,89.9,0,3.7,0,5.8,0.6,0.6,0,1.7,67927,0.4296,4.8
55063010800,Census Tract 108,91.4,0.3,1,0,4.9,2.4,0.2,0.1,4.1,78511,0.4076,0.8
55109120402,Census Tract 1204.02,98.2,0.2,0.6,0,1,0,0.4,1.1,2.4,120714,0.4237,0
55025011800,Census Tract 118,75.6,2.5,2.8,0,2,17,5.1,0,3,80111,0.3836,1.4
55109120601,Census Tract 1206.01,95.7,0,1.7,0,1.5,1,0,2.7,1.7,100101,0.3581,2.1
55067960600,Census Tract 9606,91.5,0.6,0,0.3,3.1,4.5,1.8,0,9.1,43367,0.4669,5.6
55025011900,Census Tract 119,91.7,2.4,0.4,0.2,2.7,2.7,0.7,0.3,2.2,82264,0.3767,1.1
55073001105,Census Tract 11.05,98.8,0,1,0,0,0.2,0.1,0.6,1.1,81750,0.3816,0.1
55073001106,Census Tract 11.06,92.1,0,5.2,0,0,2.7,0.6,0,2.2,91895,0.3704,2
55073001203,Census Tract 12.03,86,1.4,4.7,0.1,5.1,2.7,0.3,0,0.5,91601,0.3941,0
55067960700,Census Tract 9607,93.6,0.1,0.5,0.9,4,1,0.3,0,8.7,44415,0.3754,11.7
55111000500,Census Tract 5,82.9,0.6,0.3,0.1,1,15.1,6,0,1.1,69265,0.433,1.7
55111001100,Census Tract 11,97.3,0.4,0.4,0.3,0.2,1.5,0.9,0.7,7.8,65491,0.4349,5.4
55073001204,Census Tract 12.04,93.9,0,0.4,0,4,1.7,0.5,0,2.2,62702,0.3889,6.1
55025012002,Census Tract 120.02,95,0.3,0.1,0.6,1.1,3,0.9,0,2.5,88984,0.4194,1.4
55073001401,Census Tract 14.01,80.3,0.8,3.5,0.2,8.9,6.3,4.6,0,4.3,76635,0.5036,0.9
55135100900,Census Tract 1009,93.8,0.8,0,0,1.3,4.2,0,0,9.3,56268,0.4475,4.9
55025012100,Census Tract 121,91.7,0.4,0.5,0,1.1,6.3,1.2,0,1.3,86184,0.3296,0.5
55073001402,Census Tract 14.02,89.9,0.5,5.5,0.3,1.6,2.2,0.3,0,2.7,54702,0.4582,10.4
55025012201,Census Tract 122.01,97.5,0.2,0,0.6,0.3,1.4,0,0.1,8.1,63241,0.3918,4.8
55135100400,Census Tract 1004,96.8,0.1,0.1,0.6,0.8,1.6,0.1,0.2,3.8,63622,0.4026,1.3
55135100300,Census Tract 1003,97.5,0.1,0.2,0,1.3,0.8,0.1,0.1,2.9,57690,0.4123,2.8
55135101000,Census Tract 1010,95.7,2,0.8,0.2,0.6,0.8,0.1,0,6.2,47450,0.4549,7.3
55135100600,Census Tract 1006,90.3,0.8,1.6,0.3,0.4,6.6,4.4,0.2,2.1,62857,0.4787,2.1
55135100500,Census Tract 1005,95.4,0.9,0.4,0,1.6,1.8,0,0,2.6,69737,0.4567,4.6
55073002101,Census Tract 21.01,95.1,0.2,0.6,0,0.6,3.4,1,0,7.4,63563,0.4082,2.1
55073002102,Census Tract 21.02,64.7,0,2.5,0,32.4,0.5,1.4,0,0.8,93047,0.4719,5.3
55073002301,Census Tract 23.01,97.5,0.1,0.1,0,1,1.3,0.7,0,4.5,55347,0.4053,5
55073002302,Census Tract 23.02,96.4,0,0.1,0.2,1,2.4,0.9,0,4.1,72955,0.4035,1.5
55059000603,Census Tract 6.03,81.5,1.8,3.3,0,2.4,11,4.5,2.3,0,74955,0.3572,0.4
55109120602,Census Tract 1206.02,94.4,1.1,1.4,0.7,2,0.4,0.5,0,0.7,80904,0.3324,3.1
55135101100,Census Tract 1011,88.1,0,2,3.3,1.2,5.3,1.8,0,10.6,49000,0.4195,6.8
55135100700,Census Tract 1007,92.1,0.2,0,0,2.5,5.2,3.4,0.3,5.8,60625,0.3732,4.6
55025012300,Census Tract 123,95.5,1,0.2,0,0.9,2.4,2.8,0,4.9,78504,0.3742,2.1
55109120802,Census Tract 1208.02,97.4,0.1,0.2,0.4,1.5,0.5,0.4,0.1,4.4,72099,0.3718,1.9
55135101200,Census Tract 1012,92.8,0.6,0.6,0.4,1.1,4.6,1.6,0,2.1,71667,0.3678,1.5
55025012400,Census Tract 124,94,0.4,1.7,0.2,2,1.8,0.6,0,1.3,93021,0.3822,1.6
55078940103,Census Tract 9401.03,5.2,0.4,0.5,83.8,4.4,5.7,0.5,4.6,10.6,42031,0.4443,8.2
55078940104,Census Tract 9401.04,24.4,0,0,67.1,5.7,2.8,0,2.4,0,63750,0.5023,11
55135100200,Census Tract 1002,96.4,0,0,0,0.2,3.4,1.3,0,5.1,66458,0.3882,7
55135100100,Census Tract 1001,97.7,0,0.1,0.2,1.2,0.9,0.1,0,5.9,62466,0.3833,3.7
55025012501,Census Tract 125.01,90.8,4.5,0.1,0.3,1.7,2.7,0,0,3.7,70417,0.4051,1.2
55025012502,Census Tract 125.02,84.7,6.1,0.5,0,7.5,1.2,0.3,0,1.8,99046,0.3576,1.1
55073000100,Census Tract 1,73.3,0.6,3.7,0.7,10.7,11,0.3,3.2,20.2,34444,0.4816,26.2
55109120905,Census Tract 1209.05,86.6,3.3,0.8,0,2.3,7,3,0,2,61463,0.3855,3
55097960701,Census Tract 9607.01,84,0.2,6.7,1.5,0.4,7.2,1.2,0,0.7,72819,0.3901,0.7
55097960702,Census Tract 9607.02,91,0,4.7,0.1,2.3,1.8,2.9,0,4.1,69398,0.3919,0.8
55025012600,Census Tract 126,90.4,1.2,0.4,0,3.7,4.3,0.6,0,3.9,79107,0.398,1.3
55073000200,Census Tract 2,81.1,0.3,13.2,0.4,2.6,2.4,4.7,0,5.2,65765,0.4093,1.8
55073000300,Census Tract 3,92.1,0,6.2,0.1,1.2,0.3,1,0.5,0.6,70784,0.4001,6.7
55073000400,Census Tract 4,80.8,0.3,14.5,0.4,1,2.9,2.1,0.8,4.9,38925,0.3794,10.1
55073000500,Census Tract 5,72.6,0.9,21.1,0,2.1,3.4,4.2,1.9,3.7,43594,0.4055,2.9
55061960402,Census Tract 9604.02,94.8,0.7,0.4,0.1,1.9,2,1,0,2,80129,0.3458,3
55073000601,Census Tract 6.01,74.8,1,18.3,0,5.4,0.4,0.7,0.7,6.4,46744,0.3518,4
55073000602,Census Tract 6.02,65.7,0.8,16.8,0.5,7.4,8.8,5.2,0.4,8.2,45000,0.4471,7
55073000700,Census Tract 7,78.2,0.1,13.5,0,5.4,2.8,1.9,2.3,2.5,41629,0.5667,20.9
55073000800,Census Tract 8,86.7,0.2,8.2,0.4,4.5,0,0,1.8,1.4,60000,0.3289,2.7
55097961000,Census Tract 9610,87.4,2.9,6.7,0,1.6,1.5,7.3,0.9,17.1,40300,0.5232,14.8
55073000900,Census Tract 9,87.6,0.1,2.5,0.1,1.8,7.8,0.5,0.5,3.9,53355,0.507,5.2
55073001000,Census Tract 10,96.9,0.6,1.5,0,1,0,0,0,2.6,72891,0.3861,3.6
55073001103,Census Tract 11.03,82.8,5.6,6.6,0.6,4,0.5,0.7,0,1.1,58396,0.3175,2.3
55073001104,Census Tract 11.04,83.9,0.2,11.2,0.3,2.1,2.3,0,0.2,4.6,48611,0.4077,8.8
55073001202,Census Tract 12.02,94.2,0.1,2.1,0,2.4,1.2,0.1,0,0.9,75946,0.3613,4.5
55073001300,Census Tract 13,92.6,0,5.7,0,1,0.7,0.7,0.1,0.4,70852,0.4854,0.7
55073001500,Census Tract 15,91.8,0.1,2.2,0.1,5.5,0.3,0.2,0.3,0.6,79238,0.4058,0.3
55073001600,Census Tract 16,93.6,0.5,1.6,0.1,1.3,2.9,0.8,0,3.8,71964,0.3691,1.8
55073001700,Census Tract 17,90.4,0,0.1,0.1,0.4,8.9,7.2,0.1,1.2,62717,0.3716,2.4
55073001800,Census Tract 18,97.9,0.1,0.5,0.1,0.6,0.9,0.6,0.1,2.1,80608,0.3845,0.6
55109120906,Census Tract 1209.06,97.9,1.1,0.2,0,0.5,0.3,0,0.9,0.8,145495,0.3629,0
55025012700,Census Tract 127,72.4,0.2,1.2,0,25.3,0.9,0.5,0,5.2,49742,0.4135,44.9
55025012800,Census Tract 128,87.6,1.9,0.6,0,5.6,4.3,0.6,0,4,81840,0.45,3.5
55025012900,Census Tract 129,96.8,0,0.5,0.1,1.2,1.4,0.5,0,3.5,97854,0.3919,1.8
55073001900,Census Tract 19,96.7,0,1.3,0.3,0.8,1,0.6,0.1,4.1,71863,0.3767,3.7
55111000101,Census Tract 1.01,92.7,0,0.1,0.6,0.6,6,1.1,0,0,83182,0.3736,1.8
55075960100,Census Tract 9601,95.8,1,0,0,2,1.3,0,0.6,1.5,52222,0.3977,4
55097960900,Census Tract 9609,87.8,0.2,0.1,0,1.5,10.4,1.2,0,11,54036,0.3798,4.8
55097960800,Census Tract 9608,87.2,2.7,3.7,0,4.3,2.1,4.1,1.8,2.6,60588,0.3702,4.8
55025013000,Census Tract 130,93.8,0.2,0.1,0,2.4,3.5,0.9,0,2,90473,0.3556,0
55111000102,Census Tract 1.02,93.2,5.8,0,0,0,1,7.4,0,16.1,47150,0.3274,11.2
55075961200,Census Tract 9612,98.3,0.1,0,0,0.4,1.1,1.3,0,3.2,65435,0.4384,1.4
55025013301,Census Tract 133.01,79.3,1,5.4,0.3,6.6,7.4,2.3,0,3.8,72457,0.3393,0.7
55111000103,Census Tract 1.03,83.5,0.9,4.3,6.6,0,4.6,5.6,0,1.9,75293,0.3711,4.6
55075961400,Census Tract 9614,93.3,1,0,1.4,1.7,2.5,1.2,0,2.7,40212,0.5098,15.6
55078940101,Census Tract 9401.01,1.3,0.1,0,81.8,4.1,12.7,0,0,4.1,41250,0.4239,12.9
55025013302,Census Tract 133.02,89.4,0,2.1,0.2,6.2,2.1,0.6,0,2.8,97659,0.3277,3.7
55025013700,Census Tract 137,94.4,3.2,0.6,0,0.6,1.2,1,0,3.7,78780,0.431,8.9
55025991703,Census Tract 9917.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55079000101,Census Tract 1.01,17.6,77.2,0.1,0,1.8,3.4,1.4,8.2,2.1,30708,0.4642,32.1
55079000102,Census Tract 1.02,23.5,58.5,5,0.6,2.2,10.2,0.8,5.2,0.4,43487,0.3923,21.9
55079000201,Census Tract 2.01,12.5,65.4,2,0,5.9,14.2,2.2,4.9,3.9,33451,0.4564,25.4
55097960400,Census Tract 9604,85.8,1.6,4,0,4.6,3.9,2.9,0.6,35,34250,0.4779,6.3
55041950400,Census Tract 9504,76.3,0.3,0,20.5,1.4,1.6,0.1,0.3,3.8,49770,0.4238,4.6
55079000202,Census Tract 2.02,29.8,54.1,8.8,0.2,3.9,3.2,3.6,0,0,68576,0.3582,5.1
55079000301,Census Tract 3.01,76.9,8.2,9.2,0.1,0.9,4.7,2.7,0,1.3,69833,0.3236,2.7
55079000302,Census Tract 3.02,8.5,75.3,5.5,0,3.5,7.2,2.2,5.1,1,49348,0.4551,14.3
55079000303,Census Tract 3.03,35,49.5,2.9,0.7,7.3,4.7,2,0.6,0,54917,0.364,10.6
55079000304,Census Tract 3.04,28.9,53.6,8.5,0,2.3,6.7,0.9,0.6,1.2,83793,0.3942,5
55079000400,Census Tract 4,41.8,44.8,4,0,6.8,2.6,12,1.3,0,35583,0.4315,14.6
55079000501,Census Tract 5.01,31.7,46.6,0.7,3.7,7,10.2,0.5,0.6,5.2,54750,0.4011,12.5
55079000502,Census Tract 5.02,9.9,74,6.4,0,4.7,5,2.4,2,0.7,38009,0.418,11.8
55079000600,Census Tract 6,23.7,57.4,10.2,0.1,3.7,4.9,0.5,1.2,6.5,48500,0.387,13.2
55079000700,Census Tract 7,23.1,62.6,8.7,0,1.2,4.4,3,2,0,47932,0.3878,12.9
55041950200,Census Tract 9502,77.7,2.6,0.9,12,4.5,2.2,0.7,0.5,9.8,44457,0.4299,4.9
55041950300,Census Tract 9503,77.9,0.8,0,14.3,4.6,2.5,0,0,2.4,47163,0.4449,5
55041950100,Census Tract 9501,79.8,0.4,1.6,1.9,9.6,6.7,2,0,7,50000,0.3701,3.5
55097960500,Census Tract 9605,93.9,0.4,0.6,0.1,2.2,2.7,2.2,0,1,73398,0.463,9.1
55097960300,Census Tract 9603,85.9,0.5,12.2,0.3,0,1.2,2.8,4.3,7.1,35455,0.3775,8.4
